0.175737,0.202289,0.218885,0.229260,0.235816,0.240003,0.242700,0.244444,0.226183,0.214587,0.224702
0.231818,0.236748,0.240043,0.242439,0.244063,0.245163,0.182318,0.203941,0.218456,0.228144,0.215276
0.225585,0.232699,0.237515,0.240775,0.242978,0.244464,0.181750,0.203563,90.000000,0.218209,0.227986
0.234515,0.238876,0.176044,0.199641,0.215548,0.226188,0.233304,0.238062,0.241244,100.000000,0.243368
0.059398,0.058878,30.000000,0.058493,0.058203,0.057980,0.057807,0.057672,0.057565,0.057481,0.057415
0.057362,0.057320,0.057286,0.056972,0.056525,0.056457,0.056553,0.056696,0.056831,0.056939,0.057020
0.057076,0.057113,0.057137,0.057151,0.092727,0.079149,0.070828,0.065888,0.062957,0.061175,0.060047
0.059299,0.058780,0.058406,0.058129,0.057919,0.057757,0.057632,0.057533,0.057455,100.000000,0.057394
0.041739,0.030455,0.024580,0.022197,0.021632,0.021814,0.022221,0.022644,0.023012,0.023313,0.023552
0.023738,0.023883,30.000000,0.023996,0.024083,0.024152,0.024205,0.024247,0.024280,0.024306,0.024326
0.024343,0.024355,0.024365,0.024374,0.024380,0.024385,0.024389,0.024392,0.024395,0.024397,0.024399
0.024400,0.024401,0.024402,0.024402,0.024403,0.024403,0.024404,0.086051,0.064926,0.050460,110.000000
0.040915,0.048006,0.052933,0.056342,0.058699,0.060331,0.017705,0.015763,0.029126,0.017722,0.027997
0.039062,0.047036,30.000000,0.052517,0.021627,0.009417,0.064398,0.028308,0.009617,0.021142,0.033431
0.042355,0.048669,0.053117,0.056250,0.058462,0.060031,0.017206,0.015650,0.029059,0.039549,0.046978
0.027665,0.010842,0.022805,0.034892,0.043619,0.049746,0.054023,0.057005,0.059087,0.060544,0.061567
10.000000,0.030514,0.030596,0.044633,0.040365,0.037362,0.050140,0.037215,0.030961,0.028810,0.028573
10.000000,0.028984,0.029498,0.029932,0.030249,0.030463,0.060514,0.043560,0.034020,0.029765,0.028518
10.000000,0.028574,0.029029,0.029513,0.029907,0.030195,70.000000,0.030391,0.030518,0.059740,0.042964
10.000000,0.033593,0.029480,0.028335,0.028454,0.028946,0.029452,0.029862,0.030160,0.030363,0.030496
0.111867,0.148945,0.137104,0.129125,0.123716,0.120173,0.117736,0.116075,0.114945,0.114177,0.113656
0.113302,0.150050,0.137864,0.129656,0.124097,0.120448,0.117932,0.116216,0.115047,0.114252,0.113710
0.113342,0.150080,0.137886,0.129673,0.085905,0.094929,0.100925,0.104893,0.107520,100.000000,0.109261
0.110413,0.148354,0.136721,40.000000,0.128886,0.123554,0.120096,0.117713,0.116083,0.114970,0.075058
0.079261,20.000000,0.071249,0.065937,0.062433,0.098833,0.084441,0.074706,0.068230,0.134878,0.111633
0.094941,0.083177,0.074950,0.069216,0.102257,0.087267,0.077006,0.070072,0.065407,0.132129,0.109778
0.093707,0.082360,0.074412,0.068864,0.101901,0.087028,0.076850,0.069973,0.065345,0.062232,0.060139
0.058729,20.000000,0.057778,0.057137,0.056705,0.056412,0.056215,0.056082,0.093336,0.080713,0.072229
0.088326,0.105258,0.116436,0.123741,0.128519,0.131650,0.133704,0.135050,0.135929,0.136501,0.136870
0.137105,0.137253,0.137343,0.137397,0.137428,0.137444,70.000000,0.137451,0.137453,0.137452,0.137449
0.137445,0.137442,0.137438,40.000000,0.137435,0.137432,0.080806,0.095957,0.108171,0.117061,0.123322
0.127674,0.130681,0.132754,0.134182,50.000000,0.135167,0.079180,80.000000,0.094621,0.107164,0.077308
0.133049,0.145271,0.153165,0.158298,0.161650,0.182582,0.179064,0.176204,0.173997,0.172342,0.171121
0.170227,0.169575,0.169100,0.168752,0.168497,0.168310,70.000000,0.168170,0.168067,0.167989,0.167931
0.167887,0.167853,0.108339,0.126858,50.000000,0.139940,0.148926,0.155042,0.159188,0.161993,0.163887
0.165163,0.166022,0.166598,0.166984,0.167242,0.167413,0.167527,0.167602,0.167652,0.167684,0.136134
0.014680,0.006861,0.004623,0.006621,0.008781,0.010387,0.011514,0.012292,0.012826,0.013193,0.013444
0.013616,20.000000,0.013734,0.061427,0.039815,0.024876,0.014972,0.040716,0.023364,0.011585,0.003657
0.002005,0.005602,0.008120,0.009861,0.011067,0.011908,70.000000,0.022534,0.019970,0.018165,0.016898
0.016012,0.015394,0.014966,0.014669,0.061104,0.039580,0.024726,0.014902,0.009201,0.036064,0.020195
