99,0.4239,-0.7118,-0.1672,0.6608
100,-0.4155,0.0019,0.4396,1.0945
101,0.9386,-0.441,-1.4211,0.9381
102,0.5468,-0.9252,-0.5468,1.0972
103,0.4543,-0.244,-0.6013,0.958
104,-0.0723,-0.3197,-1.0045,0.7257
105,-1.5874,-0.766,-0.3707,0.7215
106,-0.3819,-0.6915,0.3397,0.7212
107,-1.0039,-0.3985,0.8291,0.7127
108,-0.8777,-0.1825,0.3542,0.2178
109,-0.0648,-0.6467,1.6039,0.7404
110,-0.937,-0.3474,0.7834,0.2768
111,-0.0511,-0.6236,0.6046,0.874
112,-0.5777,-0.4417,-0.0038,0.335
113,-0.8692,-0.2568,0.6041,1.3646
114,0.0217,-0.347,-1.0233,1.1186
115,-0.8631,-0.7471,0.2856,0.5411
116,1.9888,-0.7095,-1.1284,0.6784
117,0.5646,-0.797,0.6951,1.0471
118,-1.3119,-0.3587,0.0271,0.8106
119,0.184,-0.3552,-0.3546,0.8891
120,-0.4668,-0.1911,0.4501,1.0174
121,-0.0425,-0.4848,-0.3761,0.5024
122,0.2334,-1.0582,1.0504,0.8934
123,-1.3697,-0.3653,0.9935,1.0987
124,-0.2771,-0.4545,-1.3836,0.8965
125,0.6074,-0.3874,0.0725,0.7871
126,0.4076,-0.8127,-1.3451,0.5353
127,1.4384,-0.1717,0.0263,0.2702
128,0.2771,-0.7571,2.0857,0.9019
129,-0.7359,-0.8258,-0.1962,0.568
130,-0.4202,-0.7557,0.1189,1.072
131,-0.5774,-0.4595,-0.0054,0.2088
132,-0.1229,-0.5404,-0.9435,0.6721
133,0.2365,-0.7193,0.0658,1.0202
134,0.6437,-0.1038,0.8838,0.8286
135,0.0891,-0.5669,1.1051,1.459
136,-0.4204,-0.069,0.7675,0.8236
137,0.5029,-0.4515,1.0424,0.8144
138,-0.6208,-0.4337,-0.9215,0.9586
139,-0.0225,-0.3479,0.9778,0.8698
140,-0.2631,-0.6799,-1.8273,0.7073
141,-1.1686,-0.4285,-0.5203,1.0356
142,0.1932,-0.9224,-0.4755,0.6488
143,0.748,-0.3972,-0.1119,0.5328
144,-0.1153,-0.8114,0.83,0.9166
145,-0.5836,-0.5794,0.6363,1.4838
146,-0.9585,-0.7311,1.0908,0.882
147,0.4216,-0.2393,-0.5418,0.9305
148,0.1184,-0.6842,1.2742,0.6026
149,-1.4191,-0.476,-1.4807,0.5951
150,-1.9114,-0.4517,-0.0385,0.3953
151,1.0714,-0.5217,0.0319,1.1438
152,0.3423,-0.2623,-0.1307,0.612
153,-0.4446,-0.4146,-0.4321,0.8686
154,-0.3838,-1.0025,-1.0898,0.8201
155,0.0383,-1.0024,0.3274,0.4156
156,-0.0797,-0.9471,-1.2268,0.7064
157,0.4134,-0.1014,-0.5597,0.527
158,-1.2334,-0.8792,0.2616,0.39
159,1.143,-0.8295,-0.6469,1.2239
160,0.6933,-0.7432,0.3853,0.7
161,0.1664,-0.6992,-0.6689,0.953
162,-0.7392,-0.3505,0.2025,0.8217
163,-0.0887,-0.7204,-0.1858,1.166
164,0.0359,-0.8442,0.2667,0.5544
165,0.7641,-0.7546,0.728,0.3847
166,-0.4789,-1.0979,0.0202,0.4908
167,0.5199,-0.318,-0.1132,0.7359
168,-0.5849,-0.6657,-0.2544,0.7869
169,0.8862,-0.3195,-0.0486,0.9203
170,0.1597,-0.5758,-0.3758,0.3138
171,0.8121,-0.749,0.7039,0.8636
172,0.5039,-0.7055,-1.1176,0.6788
173,-0.582,-0.6265,-0.6502,0.6148
174,-0.1314,-0.4159,-0.1481,1.5446
175,-0.1707,-0.2621,0.3215,0.7581
176,-0.0118,-0.2403,-0.6904,0.831
177,-0.0609,-0.3519,-0.3976,0.7189
178,1.1728,-0.4956,0.0563,0.5295
179,0.3019,-0.615,0.8545,0.5454
180,-0.107,-0.583,0.0312,0.6161
181,-0.8569,-0.583,0.5401,0.8522
182,1.0257,-0.7297,-0.6796,1.4338
183,0.9091,-0.3322,0.4456,0.301
184,-0.6884,-0.8636,0.0281,1.2219
185,-0.3835,-0.8299,-0.11,1.1546
186,0.7816,-0.407,-0.3472,0.5767
187,-0.1909,-0.5606,-0.4091,1.0303
188,0.4074,-0.8051,0.6078,0.6661
189,0.7154,-0.7325,-0.4337,0.8026
190,0.5718,-0.9381,-0.4653,0.9195
191,-0.0948,-0.2596,1.1481,1.0458
192,-0.4003,-0.4395,-0.1799,0.627
193,0.0474,-0.5237,-0.9394,0.6514
194,-0.2503,-0.3565,0.7507,0.5685
195,-0.1413,-0.6613,1.5127,0.8061
196,0.0886,-0.4211,0.1536,0.4444
197,0.8827,-0.4686,-1.5722,0.74
198,-0.3351,-0.59,-0.8818,0.4452
199,0.588,-0.5539,-0.1923,0.7348
200,0.3707,-0.5486,-0.7845,0.3571
201,-1.9031,-0.4102,-0.7524,0.9562
202,0.0759,-0.5457,0.8775,0.3951
203,0.5491,-0.1425,-0.0735,0.9381
204,-1.0933,-0.5356,-0.4647,0.9326
205,0.1465,-0.1534,-1.212,0.5138
206,0.0448,-0.5362,0.2234,0.8813
207,-0.1576,-0.0602,-1.1229,0.8004
208,0.3624,-0.7268,0.4813,0.7762
209,-0.6729,-0.7453,0.3313,1.1859
210,0.3965,-0.4774,-0.9407,0.7318
211,0.5941,-0.6398,0.302,0.5036
212,-0.5522,0.1334,-1.0895,0.7831
213,-0.3801,0.0421,-0.2131,0.784
214,0.5913,-0.4015,-0.3033,0.8272
215,0.5164,-0.7897,0.9551,0.6522
216,0.1287,-0.6655,0.4813,0.8229
217,-0.1948,-0.4635,0.526,0.6768
218,0.0562,-0.587,0.3673,0.5846
219,-0.9493,-0.5408,-0.4471,0.634
220,-0.0173,-0.2352,-0.0218,0.7693
221,0.0379,-0.4031,0.538,0.4257
222,0.5061,-0.8611,0.604,0.8226
223,0.5747,-0.7132,-0.1781,0.9082
224,0.2636,-0.5693,-0.3888,0.9444
225,-0.9959,-0.9634,-0.1147,0.1047
226,-0.2502,-0.0643,-0.0531,0.6895
227,-1.2736,-0.7569,0.4903,0.8073
228,-0.9277,-0.5892,-1.3846,0.625
229,-0.7395,-0.2304,-1.2397,0.6397
230,-1.2063,-0.1181,0.6402,0.4347
231,0.8853,-0.7096,-0.478,1.3992
232,-0.3831,-0.3037,-0.5715,0.5551
233,0.719,-0.5125,0.6943,0.657
234,0.1327,-0.1715,-0.272,0.5794
235,-0.6368,-0.6584,0.2524,0.7849
236,-0.7865,-0.2151,0.9708,1.3257
237,-0.2164,-0.4071,0.6061,1.3065
238,0.5765,-0.8391,0.9298,0.9052
239,0.5034,-0.4773,0.9445,0.9303
240,0.2279,-0.6992,0.869,0.7642
241,0.2693,-0.6529,0.2815,0.4242
242,1.0423,-0.2873,0.0601,0.5224
243,-0.0269,-0.3987,-0.4682,0.6418
244,0.0778,-0.2092,0.7058,1.0454
245,-0.2603,-0.3023,-0.6767,0.8852
246,-0.4884,-0.423,0.0287,0.225
247,-1.0193,-0.6808,0.2112,0.5761
248,0.6146,-0.766,-0.5819,0.5267
249,0.6054,-0.7173,-0.1349,0.5792
250,0.4643,-0.2189,0.1758,0.6441
251,-0.0861,-0.7223,0.9685,1.0746
252,0.6776,-0.4044,-0.6044,0.4398
253,0.0318,-0.6307,0.4042,0.9337
254,0.8139,-0.9911,-0.4994,0.8707
255,-0.5538,-0.6973,0.9442,0.8161
256,0.9272,-0.6823,-0.0424,0.6746
257,-1.2516,-0.931,-0.0834,0.9965
258,-0.0011,-0.137,-0.7568,1.1869
259,-0.3897,-0.8132,0.0338,0.597
260,-0.0033,-0.2191,-0.588,0.9437
261,0.6132,-0.5257,0.7643,0.3752
262,-0.2837,-0.2568,1.0606,0.8285
263,-0.4217,-0.4902,0.6213,0.6111
264,0.0406,-0.1959,0.2473,0.94
265,-0.6196,-0.8228,0.8956,1.0304
266,0.1181,-0.8425,-0.74,0.549
267,0.1773,-0.9324,0.1848,0.4696
268,-0.376,-0.4764,-0.4715,0.4473
269,0.1318,-0.8974,-0.2398,0.7749
270,-0.6156,-0.8372,0.3386,0.9133
271,-0.338,-0.4752,0.2717,0.7687
272,-0.4373,-1.0337,0.737,0.8818
273,-1.7799,-0.2352,0.893,0.69
274,-0.0011,-1.0555,0.264,0.8501
275,-0.9632,-0.9664,-0.3819,0.2214
276,0.2844,-0.3176,0.3238,1.0698
277,0.4474,-0.5555,-0.7358,0.8684
278,-0.562,-0.5725,-0.0218,0.7751
279,0.8496,-0.5,0.7544,0.9885
280,-0.6256,-0.3517,-0.4071,1.2627
281,-0.7746,-0.0518,0.9006,0.9193
282,0.6286,0.0649,1.2639,0.9055
283,0.0741,-0.7802,1.0023,0.9307
284,-0.1922,-0.9843,-0.5577,0.3415
285,-0.8039,-0.2691,0.4743,0.6502
286,0.0856,-0.2761,1.326,0.8277
287,0.0415,-0.4743,-0.0598,1.0615
288,0.5289,-0.6523,1.062,0.3264
289,0.9204,-0.5335,-0.4873,0.5003
290,0.2544,-0.911,0.5682,0.9326
291,0.4401,-0.7338,0.3219,0.2901
292,0.1576,-0.9425,-0.4094,1.036
293,0.3859,-0.7559,-0.1981,0.7352
294,-0.7561,-0.3829,0.3758,0.9856
295,1.6182,-0.1737,0.7052,1.0881
296,-0.2089,0.2579,0.5501,0.529
297,0.0135,-0.384,-0.5624,0.8759
298,0.3591,0.1009,-0.2588,0.6865
299,-0.6032,-0.4523,0.2388,0.448
300,0.8508,-0.4699,-0.5365,0.797
301,-0.4978,-0.4235,0.3927,0.9322
302,0.246,-0.5099,-1.1579,0.5653
303,0.5101,-0.7344,-0.1875,0.4886
304,-0.3646,-0.5711,0.5384,0.3536
305,-0.1037,-0.134,0.3539,1.2081
306,0.3107,-0.3725,-0.6011,0.8163
307,-0.3292,-0.4539,-0.1154,0.6261
308,0.714,-0.314,0.4744,0.4369
309,-0.0699,-0.7167,-0.6167,1.0355
310,-0.2311,-0.261,0.0406,0.6652
311,-0.3527,-0.688,-0.1131,1.2401
312,0.1127,-0.5968,0.5504,0.9045
313,-0.6622,-0.4059,-0.4122,0.5761
314,0.2336,0.2341,1.2762,0.7604
315,1.0898,-1.1392,0.1991,0.4489
316,0.4492,-0.4489,-0.6769,0.6081
317,0.0637,-0.5423,-0.2458,0.8214
318,-0.131,-0.2453,-0.1124,0.3424
319,-0.2447,-0.7825,-1.1408,0.7139
320,-0.151,-0.673,0.8246,0.4125
321,-0.1579,-0.8963,-0.4253,0.729
322,0.265,-0.4521,0.4796,0.8184
323,0.9136,-0.5182,1.3261,0.7747
324,0.6739,-0.4105,-0.5025,0.6839
325,0.5071,-0.7343,-1.1109,0.4137
326,-0.6013,-0.0959,0.0225,0.4542
327,-0.8806,0.2647,-0.6969,0.8554
328,-0.3788,-0.6397,-0.5452,0.8221
329,-0.3602,-0.5568,1.0529,0.8492
330,0.0043,-0.4616,0.7137,1.1465
331,1.5715,-0.8154,-0.6181,0.9381
332,-1.3082,-0.8689,-0.0473,0.2869
333,0.7233,-0.314,-0.2526,0.6031
334,-0.2058,-0.4338,0.0475,0.4489
335,0.8523,-0.1923,0.7509,0.679
336,0.7731,-0.7193,-0.4793,0.9989
337,1.3723,-0.6295,-0.8478,0.9127
338,-0.683,-0.0484,0.2989,0.5661
339,-1.0028,0.0306,-0.246,0.7459
340,0.888,-0.0883,0.3349,0.7131
341,0.1519,-0.5984,-0.3478,1.0163
342,0.59,-0.6974,-0.6121,0.9854
343,0.7436,-0.3843,0.036,0.922
344,1.3753,-0.3012,0.0966,1.1566
345,-0.5649,-0.3446,0.2455,0.5983
346,-0.7219,-0.4178,0.1788,0.202
347,-0.1633,-0.4535,0.9201,0.9326
348,-0.037,-0.5656,0.8639,0.7203
349,0.0557,-0.4554,-0.3114,0.8768
350,0.3363,-0.5834,-0.2624,0.5123
351,0.7133,-0.6473,-1.245,0.1508
352,-0.5742,-0.259,-1.099,0.8822
353,0.006,-0.3863,0.1303,0.4225
354,-0.7413,-0.4494,0.3795,0.6018
355,-0.181,0.0158,-0.4737,1.2219
356,0.5759,-0.4239,-0.4813,1.2354
357,-2.0857,-0.1965,0.092,0.3776
358,-0.487,-0.2252,-0.7102,0.6659
359,0.4714,-0.3541,-0.576,0.7618
360,-0.5215,-0.5901,0.2192,0.6248
361,-0.3046,-0.9429,1.1751,0.6482
362,-0.4682,-0.5289,0.8667,0.8676
363,0.5271,-0.8392,-1.368,0.5079
364,-0.1694,-0.9,0.7019,0.5287
365,0.0911,-0.5213,0.0285,0.5687
366,1.4524,-0.5837,0.517,0.3258
367,0.0552,-0.4918,-0.1229,0.807
368,0.2863,-0.5266,-0.2756,0.9523
369,-1.2503,-0.6163,0.6583,0.8825
370,0.6766,-0.2453,-0.3597,0.7414
371,-0.1472,-0.663,0.6595,1.145
372,0.6462,-0.2311,-0.0546,0.6511
373,0.3955,-0.682,-0.6037,0.6561
374,1.4736,-0.558,-0.4064,0.9423
375,1.2196,-0.7979,0.6649,0.2586
376,0.5174,-0.5186,0.8447,0.652
377,-0.6511,-0.5385,0.3547,0.3997
378,1.5098,-0.4604,-0.5154,0.7738
379,-0.5778,-0.6849,-0.3963,0.9786
380,0.4376,-0.5577,-0.7606,0.7309
381,0.8108,-0.3829,-0.9805,0.6196
382,-0.4566,-0.6103,0.9736,1.0507
383,0.3474,-0.6875,-0.8806,1.0769
384,-1.1741,-0.452,0.6115,0.6221
385,0.5339,-0.5647,0.2403,0.9422
386,0.6739,-0.2498,0.5999,0.0367
387,-1.2168,-0.3316,-0.323,0.521
388,-0.2552,-0.2477,0.2287,0.5757
389,0.0506,-0.3231,-0.2456,0.8953
390,-0.0125,-0.4583,0.1542,0.5538
391,-0.2719,-0.314,0.4902,0.9085
392,-1.7247,-0.3548,-0.3207,1.0108
393,-0.6261,-0.3249,-0.766,0.517
394,-0.2561,-0.2511,-0.6734,0.4129
395,-0.0392,-0.4449,0.9287,0.7346
396,-0.6683,-0.5416,0.0281,0.5193
397,0.651,-0.5441,0.1731,0.7476
398,-0.5642,-0.3049,-0.4114,0.7726
399,-0.0717,-0.66,0.9364,1.204
400,-1.3124,-0.2945,-0.913,1.1995
401,1.3371,-0.1921,0.9985,0.6997
402,0.5708,0.1568,-0.1096,1.106
403,-1.7051,-0.3821,-0.8614,0.4309
404,-0.4608,-0.3916,-0.461,1.0633
405,0.0998,-0.9617,0.6312,0.5294
406,-0.6924,-0.6013,-0.3184,1.182
407,0.8794,-0.3167,0.1041,0.8451
408,-1.1254,-0.5316,-1.4998,0.7399
409,0.507,-0.8915,-0.2662,0.3
410,-0.7681,-0.1329,2.0857,0.9136
411,0.3254,-0.2583,-0.381,0.9344
412,1.3832,-0.1561,1.478,0.5531
413,-0.3238,-0.6131,-1.0016,0.3587
414,-0.1423,-0.4073,-0.4334,0.3511
415,-0.7952,-0.3384,-0.3004,0.4794
416,0.4032,-0.648,0.4384,1.1541
417,1.3869,-0.9363,0.4314,0.9625
418,0.1077,-0.1642,-0.1842,1.1647
419,-1.1568,-0.4393,-1.0592,0.3252
420,-0.6163,-0.144,-0.7291,0.6429
421,-0.1063,-0.24,0.3727,0.4117
422,-0.506,-0.853,-0.995,1.0346
423,-0.1197,-1.0575,0.191,0.4386
424,-0.0065,-0.6147,0.6503,0.6939
425,0.1098,-0.4289,-0.2163,0.6182
426,-0.0415,-0.7494,-0.5277,0.9185
427,0.2914,-1.3264,0.2357,0.7211
428,0.6736,-0.2612,0.6046,0.3492
429,-0.769,-0.9474,-0.6865,0.6014
430,1.2895,-0.4428,0.2477,0.9859
431,-0.5064,-0.6154,1.9664,0.5399
432,1.0195,-0.1936,-0.423,0.9571
433,-0.9515,-0.082,-0.1136,1.3245
434,-0.114,-0.6916,0.9995,0.8057
435,-0.3615,-0.5965,1.3653,1.1622
436,-1.1276,-0.3559,0.5465,0.7973
437,-0.5965,-0.3991,-1.238,0.3675
438,-1.5678,-0.5706,-1.1619,0.6371
439,0.1679,-0.2303,-0.2558,0.7384
440,0.1109,-0.6863,0.3883,0.7377
441,-1.5334,-0.7458,-0.6791,0.6314
442,0.2993,-0.7899,-1.2214,0.6268
443,0.314,-0.3566,0.9812,0.816
444,0.4482,-0.839,-1.0946,0.7163
445,0.2647,-0.5058,-0.0177,0.9647
446,1.8596,0.1536,-0.562,0.4258
447,0.0165,-0.5592,0.1701,0.8235
448,1.218,-0.719,0.0624,0.4597
449,1.018,-0.6096,0.7809,0.8693
450,-0.3819,-0.384,0.7688,0.7404
451,0.0381,-0.6252,-0.0123,0.8427
452,-0.3584,-0.9628,-0.9681,1.1757
453,-0.9526,-0.4749,0.0949,0.8699
454,1.1929,-0.9668,0.2431,0.8908
455,-0.9835,-0.254,-1.6801,0.8035
456,-0.4444,-0.7578,1.1536,0.8403
457,-1.5494,-0.6441,0.2024,0.9415
458,-0.6104,-0.6948,0.0365,0.602
459,-0.7195,-0.1672,0.5572,0.5299
460,-0.1381,-0.6398,-0.1573,0.7743
461,0.2706,-0.0206,-0.3669,0.8495
462,-0.6194,-0.374,0.2177,0.6217
463,-1.5143,-0.3822,-0.8291,0.7685
464,-0.4173,-0.4646,0.8917,1.0215
465,0.4812,0.0993,0.729,0.6016
466,-0.1447,-0.0133,1.4765,0.5577
467,-0.9521,-0.5621,-0.2048,0.8732
468,0.1222,-0.4319,-0.3035,0.6873
469,0.4212,-0.7871,0.106,1.0263
470,-0.8288,-0.3166,-0.1324,0.6402
471,-1.0421,-0.4864,1.1057,0.5383
472,0.9463,-0.498,0.6487,0.9973
473,0.4872,-0.5441,-0.4204,0.9189
474,-0.3079,-0.4418,-0.1955,0.9458
475,0.2165,-0.4597,-0.1352,1.1772
476,1.3112,-0.4752,-1.1382,0.9357
477,0.3307,-0.0885,0.4446,0.7828
478,0.753,-0.6385,-0.5386,0.7196
479,0.2185,-0.4678,1.1245,0.7948
480,-0.679,-0.5031,-0.3568,1.5446
481,0.4338,-0.4301,-0.8096,1.0152
482,-0.4456,-1.2147,-0.5846,0.6676
483,-0.2511,-0.7558,-1.1476,0.9268
484,0.5615,-0.807,0.7009,1.0339
485,0.3938,-0.9776,-0.7809,0.8903
486,-0.0145,-0.5002,-0.7106,0.8064
487,-0.0388,-0.081,0.2267,1.1357
488,0.8114,-0.4016,-0.5771,1.3787
489,-0.4229,-0.2522,0.9971,1.1395
490,-0.7257,-0.2687,0.1365,0.5178
491,1.3339,-0.4688,0.557,1.5084
492,0.1552,-0.394,-0.1786,0.6958
493,-1.4022,-0.5025,0.4624,0.7558
494,1.2597,-0.9811,-0.7209,0.8476
495,0.2475,-0.3082,-0.5533,0.6087
496,0.6624,-0.5826,0.2937,0.9522
497,0.322,-0.5301,0.0484,1.1506
498,0.211,-0.6888,0.4169,1.0034
499,-0.3291,-0.2581,-0.3219,1.0877
500,-0.3626,-0.4598,-0.5908,1.0273
501,-0.7536,-0.395,-0.8665,0.2605
502,-0.0529,-0.7321,-0.7597,0.5496
503,0.6811,-0.1495,1.0995,0.4353
504,-0.0479,-0.9261,-0.3396,0.6831
505,-0.106,-0.5713,0.1761,0.8492
506,-0.1538,-0.3354,0.4167,0.4819
507,0.0571,-0.2288,0.7391,0.3214
508,0.0546,-0.8028,-0.7391,1.2647
509,1.1042,-0.6415,-1.0712,0.8807
510,-0.2371,-0.3631,0.3114,1.0303
511,0.8968,-0.5344,0.3994,0.303
512,1.6233,-0.5742,0.3453,0.9521
513,0.64,-0.2213,0.6577,0.6503
514,0.5556,-0.5143,-0.3281,0.5487
515,-1.4589,-0.6156,0.0224,0.6747
516,0.2817,-1.0932,-0.0797,0.3561
517,0.8558,-0.6663,0.2082,0.6787
518,0.3747,-0.4049,0.5796,1.241
519,0.1035,-0.5992,1.0164,0.6184
520,-0.6138,-0.0357,-0.4585,0.7046
521,-0.4422,-0.2325,-0.639,1.1459
522,-0.3715,-0.6695,0.5562,0.766
523,-0.5496,-0.2665,0.6578,0.3974
524,-0.2597,-0.8291,-0.3188,0.9191
525,-0.2734,-0.1788,1.1463,0.8812
526,0.1934,-0.7058,-1.7237,0.9506
527,0.3218,-0.2581,-0.5963,1.0298
528,0.484,-0.5569,-1.5771,0.7616
529,-0.4967,-0.6879,0.287,0.925
530,-0.665,-0.8393,-1.0622,0.5843
531,1.0935,-0.4436,0.801,0.6087
532,-0.0939,-0.4871,0.1128,0.9995
533,0.7662,-0.0271,0.4262,0.7108
534,0.1511,-0.5706,0.1131,0.2911
535,-1.0144,-0.2581,-0.3539,1.0273
536,-0.9498,-0.0895,-0.7391,0.38
537,0.6905,-0.5099,-0.876,0.5459
538,-0.0182,-0.682,0.6397,0.9725
539,-1.0485,-0.4642,0.1416,1.2013
540,-0.1163,-0.4736,-0.587,0.7298
541,0.9397,-0.2954,0.3643,0.7052
542,-0.2446,-0.4932,-0.1999,0.7869
543,-0.4557,-0.4897,-0.0844,0.9381
544,0.6499,-0.7079,-0.8105,0.811
545,0.3934,-0.623,0.131,0.9304
546,0.464,-0.8105,0.1023,0.837
547,0.9316,-0.3194,0.2964,0.5973
548,-0.0948,-0.0586,-1.1762,0.6536
549,-0.6229,-0.0811,0.2501,1.0664
550,0.7796,-0.6905,-0.643,0.9562
551,0.4697,-0.5867,1.0112,0.7565
552,0.3421,-0.3527,-0.0506,0.9168
553,0.2936,-0.4443,-0.5204,0.9135
554,-0.2127,-0.4541,-0.0453,0.4836
555,0.723,-0.4834,-0.3736,0.7007
556,0.1926,-0.5385,0.015,0.9581
557,-0.1467,-0.509,0.3553,0.8888
558,0.2437,-0.1627,0.4013,0.667
559,-1.2043,-0.5419,-0.2919,0.5164
560,-0.057,-0.2928,0.7542,0.6081
561,0.254,-0.0754,-0.1544,0.8599
562,0.5166,-0.2334,0.5732,1.2051
563,-0.4298,-0.2817,0.6838,1.5446
564,-0.3344,-0.1159,0.526,0.5487
565,-0.2737,-0.4663,-1.1583,0.857
566,0.2999,-0.3632,1.0093,0.562
567,0.0835,-0.1615,0.6624,0.0534
568,-1.0515,-0.8913,0.0373,0.3937
569,-0.6702,-0.7877,-0.035,1.0151
570,0.5326,-0.2829,0.6112,0.7238
571,-0.1292,-0.6259,-0.3399,0.6143
572,-0.9582,-0.3169,-0.5059,0.7338
573,0.2966,-0.2824,0.6438,1.0194
574,0.9797,-0.1142,0.1785,0.8055
575,0.8709,-0.6317,1.2594,0.4181
576,-0.4017,-0.3232,-0.4336,1.1497
577,0.5286,-0.4777,-1.192,0.9896
578,-0.4547,-0.492,-0.8626,0.5457
579,1.7102,-0.3499,0.2555,0.218
580,0.6946,-0.2898,-0.7527,0.954
581,-0.5201,-0.1757,-0.0413,0.7528
582,-1.0091,-0.9736,0.6863,0.6715
583,0.3897,-0.7188,-0.5068,0.4392
584,0.5055,-1.0496,0.3509,0.7618
585,0.3554,-1.0088,0.0855,0.4813
586,0.7624,-0.4452,-0.8039,0.8231
587,-0.485,-0.6225,0.3865,0.8132
588,0.8638,-0.5237,0.8479,0.5461
589,-0.0247,-0.47,1.7393,0.6645
590,-0.8245,-0.3278,-0.5138,0.4169
591,-1.2756,-0.6777,0.4659,0.8045
592,-0.3967,-0.4953,-0.5549,0.8486
593,-0.2559,-0.1887,0.3425,0.5968
